gender,region,parent_education_level,internet_access_quality,financial_stress_index,num_courses_enrolled,study_hours_per_week,sleep_hours_avg,extracurricular_count,prev_gpa,assignment_submission_rate,midterm_score,target
Female,Urban,Bachelors,Poor,3,3,17.382165334286952,5.955384227641179,1,3.184770791906315,82.7539198117565,76.69176315327174,Pass
Female,Rural,High School,Average,6,4,9.285814459513817,8.156498142256497,2,2.3789058040370383,76.53221400335323,65.32572919338955,At-Risk
Male,Rural,Masters,Good,10,3,7.353080828927018,7.034227470745169,1,1.8676340412274393,38.44499131192444,62.41305417000624,At-Risk
Male,Urban,Bachelors,Average,5,3,13.8645319677998,7.662760817403751,1,2.5195665048337306,70.22762635339588,60.13412750811354,At-Risk
Female,Urban,Bachelors,Good,4,5,19.597354872635062,9.440217350051634,2,2.875091669600959,70.72173620135624,74.9657180534183,Pass
Male,Urban,PhD,Good,10,6,19.27517534098785,7.490954909763377,3,2.7846000689680452,77.06191334392386,71.64731425590055,Pass
Male,Rural,High School,Average,2,4,16.369996311315894,8.146663181495526,0,2.662853768596508,65.36767007165565,75.64854313035754,At-Risk
Male,Rural,High School,Excellent,8,5,14.81720380604391,5.105433038230475,1,1.706325662863879,54.43219301689503,35.36391777820003,Fail
Male,Urban,Bachelors,Excellent,10,6,24.5186761209984,8.100461178929173,3,3.0793520224461264,69.55835378590147,69.4534671968549,Pass
Male,Urban,High School,Good,7,3,17.870159379405674,9.415010726281192,0,2.6969497855675715,68.84590398942919,60.8255169642384,At-Risk
Male,Rural,High School,Poor,2,4,14.563634615535857,5.614749065630169,2,2.49725129834777,66.82499220748954,44.291210885918034,At-Risk
Female,Urban,High School,Average,6,3,11.77279488166819,6.515465281527738,1,1.7324244446039017,36.497391827981545,42.94257171836355,Fail
Female,Suburban,High School,Good,8,3,9.95697341145383,8.029189951336356,1,1.982175043190507,52.60083520317332,41.133186559847424,Fail
Female,Rural,Bachelors,Average,7,4,9.464679927049279,7.671676191699925,2,1.9727082468490884,59.38692122968141,51.32712770966532,At-Risk
Male,Urban,High School,Excellent,1,6,9.957532885913142,4.96040837235088,1,2.189405056479485,54.06394019935861,35.59582965636454,Fail
Male,Suburban,Bachelors,Average,5,6,16.404760566293813,7.247367058617762,0,3.2423490469196468,88.56357682672564,80.60265310518476,Pass
Male,Urban,Bachelors,Good,2,4,14.909651697345621,6.5009772921535625,0,2.607025701355133,58.4326384247489,63.12627814484702,At-Risk
Female,Urban,Bachelors,Average,6,4,13.370426188547706,5.547017301554346,2,2.573034429039115,53.36139652056208,59.96615972536791,At-Risk
Female,Rural,High School,Good,7,5,18.682389675509782,9.035087302589005,1,2.2729035584901016,63.77734398623719,64.80822881334247,At-Risk
Male,Urban,Bachelors,Average,7,5,24.04587467086246,7.008190566359859,3,2.756660081134764,63.32464660829231,62.47963147443851,At-Risk
Female,Rural,High School,Good,3,3,10.88326531856,8.474572979359158,1,1.8986375886374995,30.698749370745034,49.8957926892761,Fail
Male,Suburban,Bachelors,Average,7,4,11.62856978390707,5.23988046063202,2,2.921154279083218,65.42636158257093,67.97421145791289,At-Risk
Female,Urban,Masters,Excellent,5,6,3.914738041432697,7.883418486281636,3,2.158716748330808,67.44370618589184,67.2402468930882,At-Risk
Female,Urban,Bachelors,Poor,8,3,14.868345822651488,8.59253428422488,0,2.77826060491863,80.05918236674772,68.36083820531488,Pass
Female,Urban,Bachelors,Excellent,8,3,14.361897157866231,6.636777099468608,0,2.412209022679272,49.10102286638849,65.7116893723912,At-Risk
Female,Urban,Bachelors,Excellent,7,3,19.46395122607197,6.2542298362327715,3,2.5028745823457856,47.955015020830906,67.4493966717938,At-Risk
Female,Urban,High School,Average,6,3,14.56593638019675,5.043592388480777,3,2.2888597703472735,53.129137231627,66.38652446805402,At-Risk
Male,Urban,Masters,Good,2,6,12.059453511022493,5.697920981348085,2,2.6820769958790773,77.45651745511618,68.22059096990452,Pass
Female,Urban,Masters,Poor,6,3,15.963428711525436,6.321050073046763,1,2.4211299476281383,58.57091268033995,49.98856153720742,At-Risk
Male,Suburban,High School,Excellent,9,4,17.785341795708266,5.536133244765012,0,2.018236350421437,48.581852912899265,53.999762596590735,At-Risk
Female,Suburban,Bachelors,Good,2,5,6.911354704375823,5.84808000834245,1,2.5456980044630195,57.50112155333877,65.8595592697005,At-Risk
Female,Suburban,Masters,Average,1,6,20.034454953660237,7.2371453746070635,0,3.037749964195148,73.22854153763853,51.65432424920348,At-Risk
Female,Urban,PhD,Average,5,4,21.531513933575592,7.416682297589065,1,2.6708428574791503,75.2451537911955,53.39568124981398,At-Risk
Male,Urban,Bachelors,Poor,6,4,17.73727570489963,8.636267530797657,0,2.4434617159564165,61.93911845892515,66.7340736969257,At-Risk
Female,Suburban,Bachelors,Excellent,3,4,10.327224698590395,5.8573399691823225,1,2.586110408661167,62.63413074219973,76.01591617488661,At-Risk
Female,Urban,High School,Poor,8,5,13.369867307590482,7.034777816701775,2,1.6190615669498194,46.98343634860352,39.81494114873539,Fail
Female,Urban,PhD,Good,7,5,20.914372478611156,6.3734548411901475,0,2.621669637742663,66.25767642192292,72.01559657226709,At-Risk
Male,Rural,High School,Good,2,5,10.108895731728005,6.267452125544331,2,2.0807539255693492,61.52116506281922,52.89212766118524,At-Risk
Male,Suburban,Bachelors,Excellent,7,4,18.143218538825955,6.5257911555405155,0,3.12358037489236,71.28938413589377,78.38076862543116,Pass
Male,Suburban,High School,Average,1,5,14.746139953634206,6.70573680288031,0,2.5855302963342686,67.35895639471686,63.492827249187485,At-Risk
Male,Urban,High School,Good,9,3,15.800966247534863,7.375594399444093,0,2.159495260349141,62.86309753672898,54.63316139036088,At-Risk
Female,Suburban,Bachelors,Good,7,5,10.821142613375947,6.504463050134689,1,2.4121803971548723,75.838214311791,63.411755268046356,At-Risk
Male,Suburban,PhD,Good,6,6,16.65332142551071,8.840995945077653,0,2.4779121577943357,51.0112939054096,58.73408087886092,At-Risk
Non-binary,Suburban,High School,Poor,2,4,16.295378685571677,4.443399427468147,2,2.4305374725406272,59.02621692683992,70.73703541364448,At-Risk
Male,Suburban,Bachelors,Average,3,4,7.453207047166925,8.580930438233928,1,2.4958246409638405,49.236316700100275,54.39397422341628,At-Risk
Male,Rural,High School,Average,1,3,14.977780527248152,6.447244501086942,1,2.4691556646771717,52.03088319804092,75.33804973847062,At-Risk
Female,Suburban,High School,Good,10,5,18.06948578539988,6.716750625096017,0,2.0555702692461355,51.57441846308146,49.665324517167726,At-Risk
Female,Urban,Bachelors,Average,5,5,13.073583748518033,6.985576782454535,3,2.5296079405674616,42.97051085829021,62.82392306918618,At-Risk
Female,Suburban,Bachelors,Good,9,6,2.761347244477932,8.058463064883956,1,1.4520151596304265,40.493760123047494,31.279041860128103,Fail
Female,Suburban,High School,Average,6,3,14.425916375510315,5.679562661546085,0,2.4326244640645176,66.38732743677812,64.09098929396879,At-Risk
Female,Suburban,High School,Excellent,5,6,22.3323396657266,6.014711159170752,2,2.568943699068138,63.45946396717309,61.210315902230064,At-Risk
Male,Urban,High School,Excellent,3,6,13.277652552695692,7.750839507846472,3,3.0361586700793106,67.50000336187993,72.10056491425485,Pass
Non-binary,Urban,High School,Good,5,4,22.143255414286045,4.452731755937114,1,2.6713031731861814,64.34341217233721,71.68634830541086,At-Risk
Non-binary,Rural,PhD,Average,8,4,10.938212218444821,6.948750053664622,3,1.7396167382158176,64.65669678712202,52.77984006387257,At-Risk
Female,Suburban,Masters,Average,2,5,9.195146771365087,5.803405494265016,1,2.1585208075238764,48.759272386405605,45.62617558205802,Fail
Male,Rural,High School,Poor,5,5,14.974486810887052,5.487656238317683,3,2.23870557804268,48.08900166118873,62.57226542381557,At-Risk
Female,Suburban,Bachelors,Average,6,6,10.887108161322988,4.542304227602755,3,2.836458632336853,47.790127859037156,80.89459917179204,At-Risk
Male,Suburban,Masters,Good,10,5,16.649288689302782,8.158453082603554,2,2.911332998105258,83.22214951186527,58.66338122345873,Pass
Male,Suburban,High School,Good,8,6,13.137145728673145,7.2382388488144755,3,1.8304288759331295,33.35863766713149,38.992130139777785,Fail
Male,Rural,Masters,Excellent,8,5,22.36958522627905,5.991578195877556,2,2.449496588377213,62.11959829245599,71.02806714677354,At-Risk
Male,Suburban,Masters,Average,5,5,12.79166264391352,6.753163135494146,0,2.8491752241653274,92.29617000783108,74.2146254086537,Pass
Female,Suburban,High School,Good,9,4,15.448684800759601,5.3606765286185825,1,1.7503392883920161,47.451645211923235,57.43280757527599,At-Risk
Female,Urban,High School,Good,4,4,17.981678642218345,6.195721234839251,2,2.8436781724640587,74.6738393008064,69.6734778726284,Pass
Female,Urban,PhD,Good,9,4,19.78158019729024,6.702480496122913,1,2.360242894305295,55.748169916146445,54.79782067132156,At-Risk
Male,Suburban,Bachelors,Average,7,4,22.398213479710776,7.095925712628717,2,2.7209546961198776,71.16197672937231,78.91476995263386,Pass
Male,Urban,High School,Good,6,3,13.825683661795011,7.588095417962414,1,2.4176235010423457,61.19736290988707,53.75567752022378,At-Risk
Male,Urban,High School,Good,4,4,13.00345950430958,4.29122137900171,2,2.586925283209105,70.0764141033274,62.720622869205094,At-Risk
Non-binary,Urban,Bachelors,Good,2,3,5.4304165040183285,7.5927639388372175,1,2.8795778318736316,47.82437305316468,76.46531363126476,At-Risk
Male,Urban,Bachelors,Excellent,8,4,25.208557457074072,4.411755668209931,0,2.6322640751129645,69.60164522566774,71.07431162189542,At-Risk
Female,Urban,Bachelors,Average,6,5,16.804820486166594,7.647300217887374,1,2.5049263535701085,66.95784782849229,56.2419381988746,At-Risk
Female,Urban,PhD,Poor,3,6,18.759040328861047,6.680033568327316,0,2.667930233730673,92.17164794125357,68.78372973516721,Pass
Male,Rural,High School,Good,7,5,17.778644374563104,8.637189769618978,0,2.410457344962485,60.218615077915636,57.9342059528331,At-Risk
Female,Suburban,Bachelors,Good,10,5,15.247674414379997,5.988290365943637,0,2.619966628110798,67.71558149780871,52.037350943568924,At-Risk
Female,Urban,Bachelors,Average,7,3,16.75176290251681,8.17126001571057,3,2.886984426946054,76.13790803932993,68.48597087880025,Pass
Female,Urban,Bachelors,Good,6,4,12.20168775407874,5.248910162561765,1,2.457204676852858,65.67518715431393,48.355809881361466,At-Risk
Female,Suburban,High School,Excellent,2,6,13.489506746302531,7.158831801389607,3,2.614675270046451,53.03066656429025,60.0912102054417,At-Risk
Male,Urban,PhD,Excellent,8,6,10.248970998185587,3.9429985456714176,3,2.079517373317666,60.17190067615797,42.3751494382886,At-Risk
Male,Rural,Masters,Average,1,4,22.78621981861779,8.32459444180567,1,2.81020992231294,61.0813733800196,76.44584728466073,At-Risk
Female,Suburban,Bachelors,Excellent,1,3,17.807405049481766,9.59031010500932,0,3.273566005874361,85.90566273613669,84.24206168938373,Pass
Female,Suburban,Bachelors,Good,6,3,24.880862901271602,5.952666666289373,3,2.9603477201542816,65.41750580253765,86.31766799606667,Pass
Male,Urban,High School,Good,5,3,26.481916229727094,7.183945850471972,3,2.7004531163596917,65.28682479858375,60.137207158584836,At-Risk
Female,Suburban,Bachelors,Good,9,6,7.979218801913756,7.665756887192801,2,2.498425225476386,57.75635610892802,63.44683637063946,At-Risk
Female,Urban,Bachelors,Excellent,7,3,19.926141864365185,4.674617504271085,1,2.4096553799017717,57.751487782167175,51.41759725653853,At-Risk
Female,Rural,Bachelors,Good,2,3,8.210181614847826,5.876339954814634,3,2.196438643294236,54.08068610810779,49.858309907495006,At-Risk
Male,Suburban,PhD,Average,7,6,15.88708744232225,5.78348527204377,1,2.1147379632043153,56.59158806610808,49.67271556463328,At-Risk
Female,Urban,Bachelors,Good,3,6,16.573647349297644,10.610595475652946,1,2.62987964093782,64.7852683515897,81.5361706475895,Pass
Female,Urban,High School,Good,1,5,8.564169254462216,8.56870354654054,3,2.433917274069123,69.59310859714178,63.75905307181254,At-Risk
Male,Urban,Bachelors,Average,8,6,11.312408322294438,6.674375702625848,1,2.093441333563153,47.000399850919194,51.313931035857486,At-Risk
Male,Suburban,High School,Excellent,3,4,16.80175737888172,8.168561116051011,0,2.5516774171679644,68.08905221340675,72.42401283209925,At-Risk
Non-binary,Urban,High School,Good,8,6,15.88150349520315,7.3168742765630785,3,2.6644071368896505,58.285294785746714,71.99414016143724,At-Risk
Male,Suburban,High School,Good,7,6,9.908142184327408,7.8895559108946225,3,2.1128599206828227,70.64770005127542,52.372834125666344,At-Risk
Female,Urban,Bachelors,Poor,2,3,11.509844520301483,5.419728758129013,3,2.827395971347162,75.02454820792605,76.08645111813068,Pass
Female,Suburban,Bachelors,Good,1,5,7.542798557580454,9.060064587819,2,2.3761438830115607,52.4318766302575,56.95752839210545,At-Risk
Male,Rural,Bachelors,Average,7,3,8.985382270884319,5.8483894130944885,2,2.095306027564261,69.72789781898791,76.26776917738903,At-Risk
Female,Suburban,Bachelors,Poor,1,5,13.142897942432626,5.926041961872351,2,2.3897198695477493,64.92797515602659,69.5030993280089,At-Risk
Male,Suburban,Bachelors,Good,6,3,19.93726556348841,7.885340772666175,2,2.701269028603787,60.59587559972708,64.27898428014456,At-Risk
Female,Urban,High School,Good,10,4,20.5711653726115,7.518641127615199,3,2.561543617933865,62.72610050373839,70.11253032227557,At-Risk
Male,Urban,Masters,Good,10,3,24.167183476900313,7.034735104105914,0,2.7032105117714567,56.20054700012069,71.97138665121177,At-Risk
Female,Suburban,High School,Poor,8,3,17.12132092578023,8.25940012531006,1,2.6688814234154,55.33933288578767,68.98691267932527,At-Risk
Male,Urban,High School,Good,7,4,15.941415338583464,5.258417141869618,1,2.4671580600606013,73.7630887458397,65.79723446324526,At-Risk
Male,Urban,Bachelors,Average,4,4,17.475731704983193,9.766530320013057,3,2.769757157469123,60.25917507789917,62.74444352977372,At-Risk
Non-binary,Urban,High School,Excellent,1,6,17.427780086149575,6.249017172931361,0,3.0530019806127062,62.94934594254934,72.84458735793434,Pass
Male,Urban,High School,Good,1,3,6.917431997356504,6.86738329427071,1,2.4264361917345187,67.01831611707289,73.93043650557009,At-Risk
Female,Urban,Bachelors,Good,4,4,24.444366937770532,9.789740142688913,0,3.0514628325625663,92.88384704733438,77.91872200441517,Pass
Male,Rural,Bachelors,Average,5,4,5.345305090190321,5.935839939764801,3,1.9415054591271257,60.11049541979728,42.935632441978775,Fail
Female,Urban,Bachelors,Poor,7,6,20.743811981892733,8.534563753784022,2,2.810775247652208,93.18065365624851,69.14792848095342,Pass
Male,Suburban,PhD,Excellent,4,5,15.281934891658503,6.678517107703528,0,2.7118218025154683,92.01144148649037,63.52211690661235,Pass
Non-binary,Urban,Bachelors,Average,10,4,9.552514039226065,5.737248146508902,1,2.054743485092194,42.364753574607306,58.55039762177781,At-Risk
Male,Suburban,Masters,Good,1,4,17.656872150359543,6.4243912114517965,1,2.991573987673904,71.67530051691598,70.30263979384408,Pass
Male,Urban,High School,Good,10,3,14.409306975491472,7.849420295158293,1,2.40435410159953,44.40269919266986,60.46192813090724,At-Risk
Male,Rural,Bachelors,Poor,7,6,11.587310019295884,8.521399494636603,2,2.2672516144527157,45.05227898431674,51.381140904283065,At-Risk
Male,Rural,Masters,Excellent,2,3,8.092611681094887,7.338408879876751,0,2.3266985145608166,68.89171523324208,75.83072660790944,At-Risk
Female,Urban,Bachelors,Good,2,5,7.672464354880351,4.603084522172219,0,2.3493088839187366,61.501309168673735,63.766473822422526,At-Risk
Male,Rural,Bachelors,Average,8,6,11.945443502754,7.9532974744927385,1,1.8135168396550558,59.90263576943091,50.05467562528672,At-Risk
Female,Rural,High School,Poor,10,3,13.0650594114556,6.786802248076103,0,1.4339198244931348,27.193632853050396,41.43061473554725,Fail
Male,Rural,High School,Average,10,4,8.947287335805992,5.3462758497568155,1,1.346011867840226,28.163398619611428,30.49333514666777,Fail
Male,Rural,Bachelors,Excellent,10,4,15.192400738234808,7.519590430524201,0,1.957630105819993,54.876539232246095,61.11089747648987,At-Risk
Female,Urban,High School,Good,5,6,9.659318989677397,8.700759277970675,2,2.776293515609399,79.97377987375894,68.86588828521145,Pass
Female,Suburban,Masters,Average,10,4,16.801103600879504,7.010078421995792,2,2.7976264495914736,53.591211482794904,84.12310496714896,Pass
Male,Urban,High School,Poor,2,3,21.156896606358284,8.384999037683892,3,2.6647637122688472,64.21430477139526,64.02065738234816,At-Risk
Male,Urban,PhD,Good,5,6,16.446871580980375,7.6935940516608925,3,2.822234787974697,74.54927230638091,76.27971277209396,Pass
Male,Rural,PhD,Good,8,4,14.530826045097827,7.712956442240014,3,2.14599249936334,61.479661203330366,54.984390827022345,At-Risk
Female,Urban,High School,Good,6,4,12.325514810894525,6.541769573421045,0,2.3055777670189443,67.44644368774742,59.78060560150161,At-Risk
Female,Suburban,High School,Average,3,5,22.230493092876095,8.22804480824101,2,2.66189249930543,65.80172298387794,53.187171571546685,At-Risk
Male,Rural,Masters,Average,8,5,14.032421412371335,8.37126826814545,2,2.8475465966090496,58.8339274385991,63.323065100017914,At-Risk
Female,Rural,PhD,Good,9,6,27.45111888389863,8.18900176032066,2,3.1799752818424523,60.244718581439145,91.57902361136668,Pass
Female,Rural,Bachelors,Excellent,5,5,9.084820775439367,6.529319894914376,1,1.9749505200864763,47.551169655238446,39.06321066790719,Fail
Female,Urban,High School,Average,2,3,16.44953641331045,8.477619654232912,0,2.4911930630421173,59.39153779826775,69.41607032263795,At-Risk
Female,Urban,Bachelors,Good,2,4,22.063618049843782,7.579471757214268,0,3.3208387901128815,75.06083522098874,100.0,Pass
Male,Urban,Bachelors,Good,7,4,11.549318340411967,5.541511807859404,3,1.9510950074686002,57.70831996890294,53.20146089192038,At-Risk
